booking_id,customer_id,cost
1,241,1.8807576902952836
1,2377,0.3891684826876513
1,1321,5.044143877644459
1,1908,11.668170009340706
1,886,30.2353312735498
1,1347,13.603483357184846
1,304,3.9506199539886833
1,1265,13.228325355308566
2,1611,13.774050158382714
2,730,5.531107655425658
2,2014,18.641988532275498
2,720,5.617720348594213
2,595,31.861896136733698
2,605,2.968286665123358
2,2292,13.691303234952679
2,311,5.476309743054662
2,2339,1.0586055772301572
2,527,1.378731948227363
3,2302,17.44672477494916
3,267,14.26703826513382
3,2510,16.188630090400412
3,432,7.198321745508677
3,2312,3.46396261092287
3,684,10.166193734957588
3,684,1.2691287781274825
4,1292,7.443746547718252
4,1744,29.05666192044411
4,1681,0.7311551917591222
4,2033,5.6577474421098986
4,2414,3.3052529834773496
4,639,13.805435914491259
5,1042,5.385691497627324
5,549,1.6014516275523079
5,599,7.057688632470279
5,154,34.22864787052945
5,363,0.0025006879481435603
5,1914,18.689093699829385
5,1267,4.955690809077465
5,851,8.079235174965637
6,218,19.501524973130994
6,2041,0.8697051184198071
6,2229,5.345503992940974
6,1121,4.300157755293052
6,61,29.802169515644145
6,1431,13.245913466566643
6,139,1.5192437527089835
6,2045,0.9907130847264917
6,1282,14.425068340568918
7,1173,12.531798592942126
7,683,13.940345544641652
7,1125,22.189518138902443
7,296,1.2000014599364048
7,1580,11.488732469039302
7,770,11.168007737394682
7,2027,7.947068092984493
7,2439,1.4126134670097543
7,749,8.121914497149145
8,1106,3.024303533754666
8,993,0.012082479238642254
8,1505,31.287137431927952
8,381,7.007900568178345
8,150,11.438047005894422
8,306,4.262758797023715
8,568,12.967770183982253
9,1766,3.0100677305501424
9,1243,8.04809539040544
9,1515,11.039095221134065
9,390,11.011877652771203
9,1691,13.174617052730513
9,1401,20.793701247559977
9,1860,2.9225457048486483
10,1372,0.7076215340450681
10,982,24.61397094394616
10,1062,3.098877636065112
10,2328,9.94159008057293
10,1181,13.38738758764279
10,1708,0.4980895699496604
10,215,4.974969187673578
10,810,22.777493460104704
11,1642,10.751186759004154
11,593,1.8492709598805634
11,505,17.074251963887654
11,134,14.536244109382398
11,675,7.93528299590219
11,2498,8.101116675124649
11,165,14.48193424502297
11,522,13.06591425187031
11,459,2.20479803992512
12,302,4.010475531006442
12,1095,25.285927169083227
12,4,22.202106124785843
12,851,11.177382200180235
12,2346,7.9647444703256305
12,370,4.656355669093349
12,2527,3.807080892786608
12,1278,0.8959279427386522
13,1361,14.923774657606277
13,1009,18.880967030183136
13,905,0.4695413785061038
13,2141,1.9511038487512398
13,1167,16.107957137923744
13,1208,7.020608258847579
13,72,9.171500512789331
13,992,11.474547175392573
14,1358,9.676443203658947
14,1659,9.149550305843785
14,2206,8.287112579410115
14,1044,0.8778661156643337
14,1336,15.617493597488494
14,1380,28.530015334539264
14,1914,11.712227808642089
14,435,10.53064062041167
14,2203,0.11753741142496857
14,1185,5.501113022916319
15,1364,12.211104497711489
15,1898,27.92720498390622
15,2286,4.900658666025368
15,473,4.51669384171499
15,638,8.259199402966166
15,366,10.572650155551509
15,1745,1.6124884521242673
16,1400,6.450892652832773
16,2145,3.661902397812218
16,2151,19.07133000746219
16,834,11.897423328641983
16,458,1.5415229599452234
16,81,6.489583526112231
16,624,2.9306182237909804
16,2137,10.615492204239548
16,1152,27.341234699162854
17,2322,22.93910762308575
17,864,9.386568991466033
17,990,4.3713655043856035
17,670,11.96815664516291
17,718,16.785507085764426
17,683,2.3688528399467157
17,1397,2.1804413101885567
18,1515,17.072404736532953
18,1722,3.2628136723084116
18,1739,8.685243487106298
18,2471,1.6966246486977292
18,327,10.971848704215564
18,1409,2.9506856508260237
18,855,5.191938777609799
18,941,5.591215777249271
18,1072,28.44324053158959
18,1695,16.13398401386435
19,1242,8.04724739417197
19,1982,14.935938506479907
19,1931,18.56064581239054
19,151,0.34471702630435674
19,2189,6.343066631427673
19,1209,5.896294790707469
19,230,23.637769378302366
19,2499,2.2343204602157125
20,1418,3.1346453493974087
20,945,0.7722290917008795
20,1225,0.5793108498571339
20,222,3.6128325924784357
20,481,43.929632707115815
20,368,4.862066568297656
20,169,4.072892594779706
20,848,19.578437029905317
20,2466,9.45795321646764
21,1274,7.094175900167685
21,735,0.04361885842029736
21,623,28.827393769703956
21,917,1.2900916038658303
21,1185,4.623495225176743
21,2125,7.058981629410324
21,140,20.58611753802082
21,1833,0.21787040690044532
21,1604,20.258255068333877
22,1814,3.9594622682040983
22,2377,4.0251006758203856
22,1364,19.236689853311134
22,187,11.568674912291597
22,4,3.4748120811680057
22,234,17.887481196379564
22,520,15.526409517445693
22,1952,13.428079149799359
22,2373,0.893290345580159
23,483,20.375052509631953
23,2064,7.326307360366637
23,2432,19.71414898798916
23,321,7.7278836962472806
23,1890,6.8459092156822186
23,653,16.903846760640764
23,508,0.5915879956139991
23,1218,10.08076867983708
23,1148,0.4344947939909111
24,1433,7.6620793080647545
24,1976,18.936040532817625
24,1094,0.021344680478463017
24,1280,20.272782080377393
24,310,11.426689106722481
24,118,1.2745829152252086
24,416,5.079548162898911
24,818,15.326933213415163
25,1728,10.13260450958394
25,2318,17.812819086555358
25,1321,5.389894922107202
25,999,19.055962393147514
25,936,8.423711072884139
25,403,2.9433196084089195
25,613,10.854713542434585
25,872,5.386974864878354
26,441,9.923947609514252
26,2373,1.6950521746808238
26,331,2.070670868316975
26,2404,1.663831232328604
26,2311,1.0539367250950502
26,1184,11.328766212647585
26,802,42.26379517741671
27,395,15.153796386198957
27,2400,9.40342242518543
27,356,2.797914344132525
27,1250,2.5593307212744763
27,1511,10.476229415027529
27,1797,1.4371292466395333
27,1452,28.17217746154155
28,2305,7.636798420562505
28,2157,8.057426857929608
28,2328,14.419946529521264
28,998,15.926060292554727
28,169,5.8991537168552615
28,427,2.561979433585757
28,1667,25.136997693920527
28,2134,5.314495897678567
28,1829,5.047141157391799
29,1946,2.5829462090814395
29,410,19.19454870790157
29,429,7.633788391076644
29,1230,13.931849823446587
29,1015,1.5857193663569602
29,2373,18.873735508617063
29,503,6.197411993519728
30,620,2.92366692005446
30,937,1.541422896084891
30,427,0.6699198072568078
30,2396,21.783740610213457
30,612,7.352238597359991
30,2452,2.7994114610876832
30,1883,13.055091976635993
30,2062,22.381784141511204
30,2313,10.316929268616022
30,1028,18.976991298399632
30,1450,8.198803022779853
31,1889,11.29208182206102
31,762,5.508998283277209
31,1459,18.10467503611043
31,431,14.763624850148393
31,1356,10.954222265710236
31,2211,6.317011043820365
31,882,3.0593866988723657
32,488,29.29710827662665
32,811,3.539406143018633
32,718,17.766851471413062
32,1836,4.647668653364013
32,2213,4.439580488296281
32,2274,4.713331701152916
32,1905,4.336342054532055
32,2270,9.394228724909206
32,65,13.598717452156759
32,791,8.266765034530438
33,1230,2.731318690444838
33,11,4.267493597083615
33,611,10.712609704775609
33,1950,5.826473879551779
33,1377,5.761884780989558
33,349,12.728697822574802
